killandfight_1,killandfight_2,killandfight_3,killandfight_4,killandfight_5,killandfight_6,choice,certainty_trolley,RAT1,RAT1_time_First Click,RAT1_time_Last Click,RAT1_time_Page Submit,RAT1_time_Click Count,RAT2,RAT2_time_First Click,RAT2_time_Last Click,RAT2_time_Page Submit,RAT2_time_Click Count,RAT3,RAT3_time_First Click,RAT3_time_Last Click,RAT3_time_Page Submit,RAT3_time_Click Count,RAT4,RAT4_time_First Click,RAT4_time_Last Click,RAT4_time_Page Submit,RAT4_time_Click Count,RAT5,RAT5_time_First Click,RAT5_time_Last Click,RAT5_time_Page Submit,RAT5_time_Click Count,RAT6,RAT6_time_First Click,RAT6_time_Last Click,RAT6_time_Page Submit,RAT6_time_Click Count,RAT7,RAT7_time_First Click,RAT7_time_Last Click,RAT7_time_Page Submit,RAT7_time_Click Count,RAT8,RAT8_time_First Click,RAT8_time_Last Click,RAT8_time_Page Submit,RAT8_time_Click Count,RAT9,RAT9_time_First Click,RAT9_time_Last Click,RAT9_time_Page Submit,RAT9_time_Click Count,RAT10,RAT10_time_First Click,RAT10_time_Last Click,RAT10_time_Page Submit,RAT10_time_Click Count,RAT11,RAT11_time_First Click,RAT11_time_Last Click,RAT11_time_Page Submit,RAT11_time_Click Count,RAT12,RAT12_time_First Click,RAT12_time_Last Click,RAT12_time_Page Submit,RAT12_time_Click Count,RAT13,RAT13_time_First Click,RAT13_time_Last Click,RAT13_time_Page Submit,RAT13_time_Click Count,RAT14,RAT14_time_First Click,RAT14_time_Last Click,RAT14_time_Page Submit,RAT14_time_Click Count,RAT15,RAT15_time_First Click,RAT15_time_Last Click,RAT15_time_Page Submit,RAT15_time_Click Count,RAT16,RAT16_time_First Click,RAT16_time_Last Click,RAT16_time_Page Submit,RAT16_time_Click Count,RAT17,RAT17_time_First Click,RAT17_time_Last Click,RAT17_time_Page Submit,RAT17_time_Click Count,RAT18,RAT18_time_First Click,RAT18_time_Last Click,RAT18_time_Page Submit,RAT18_time_Click Count,RAT19,RAT19_time_First Click,RAT19_time_Last Click,RAT19_time_Page Submit,RAT19_time_Click Count,RAT20,RAT20_time_First Click,RAT20_time_Last Click,RAT20_time_Page Submit,RAT20_time_Click Count,age,gender,ethnicity,education,CFI_1,CFI_2,CFI_3,CFI_4,CFI_5,CFI_6,CFI_7,CFI_8,attention_check,CFI_10,CFI_11,CFI_12,CFI_13,CFI_14,CFI_15,CFI_16,CFI_17,CFI_18,CFI_19,CFI_20,distance,overlap,ARIS_1,ARIS_2,ARIS_3,ARIS_4,WCST_timetotal,color,number,shape,
5,1,1,5,2,6,1,40,1,2.702,2.702,8.745,1,1,1.342,1.342,5.965,1,1,1.552,1.552,7.326,1,1,1.392,1.392,4.667,1,1,3.762,3.762,6.76,1,1,1.621,1.621,20.129,1,0,2.071,2.071,20.013,1,0,2.684,2.684,20.112,1,1,1.994,1.994,5.396,1,1,2.352,2.352,7.284,1,1,1.667,1.667,6.061,1,0,1.95,1.95,20.012,1,1,2.281,2.281,5.501,1,1,1.48,1.48,7.402,1,1,1.713,1.713,4.737,1,1,1.54,1.54,5.261,1,0,1.754,1.754,20.012,1,0,2.032,2.032,20.112,1,1,1.966,1.966,5.219,1,1,1.533,1.533,3.986,1,36,1,1,1,4,6,6,6,6,4,6,4,1,6,6,6,6,4,5,4,5,4,4,6,125,100,3,3,3,3,13,85,90,91.6666666666667,
1,1,1,2,2,4,1,45,1,1.5,2.012,4.971,2,1,1.166,1.166,6.699,1,1,0.815,0.815,6.164,1,1,0.671,0.671,4.953,1,1,0.736,0.736,7.381,1,0,0.683,0.683,20.117,1,1,1.011,1.011,10.648,1,0,0.997,0.997,20.008,1,0,1.889,1.889,20.009,1,1,4.37,4.37,8.554,1,0,0.779,0.779,17.456,1,0,1.228,1.228,20.11,1,1,1.977,1.977,7.677,1,1,2.274,2.274,5.733,1,0,0.767,0.767,20.008,1,0,2.259,2.259,20.006,1,0,8.05,8.05,12.183,1,0,1.157,1.157,18.763,1,1,1.415,1.415,4.38,1,1,1.365,1.365,12.939,1,26,1,1,1,4,6,6,6,6,4,6,5,1,5,6,7,5,6,4,5,6,5,5,6,69,66,2,2,2,1,,75,75,79.1666666666667,
5,1,1,1,2,1,1,10,0,0.816,14.059,21.03,7,0,1.103,18.425,20.08,5,0,0,0,21.498,0,0,1.915,13.702,20.082,19,0,3.819,19.032,20.067,10,0,6.606,6.606,9.901,1,0,2.687,19.051,20.106,10,0,11.582,11.582,17.389,1,0,2.267,7.79,10.537,2,0,0.75,9.81,20.116,4,0,4.333,13.861,19.401,4,0,6.592,19.407,20.058,2,0,1.52,16.358,20.071,7,0,6.389,17.739,18.122,3,0,3.096,10.153,12.565,2,0,2.634,19.113,20.005,4,0,11.072,13.904,14.334,2,1,4.109,4.109,11.817,1,0,0.829,17.929,20.127,7,0,0.895,20.082,20.104,5,20,0,1,2,3,6,6,5,6,4,5,5,1,4,3,6,6,5,5,5,3,6,5,6,-50,0,1,1,1,1,12,70,65,83.3333333333333,
3,5,1,2,3,4,1,65,1,1.525,1.525,6.55,1,1,2.081,2.081,4.412,1,1,1.19,1.19,6.486,1,1,1.346,1.346,3.535,1,1,4.487,4.487,6.402,1,1,3.777,3.777,5.651,1,0,4.032,4.032,16.954,1,0,8.324,8.324,15.424,1,0,1.178,1.178,20.022,1,1,2.711,2.711,7.742,1,1,1.133,1.133,9.17,1,0,1.132,1.132,20.016,1,1,1.406,1.406,8.757,1,1,1.227,1.227,9.055,1,1,6.532,6.532,8.344,1,0,4.943,4.943,20.127,1,0,1.555,1.555,18.414,1,1,1.441,1.441,8.72,1,1,1.282,1.282,4.777,1,0,1.533,1.533,11.545,1,21,1,1,1,6,5,6,5,6,4,5,7,1,2,3,6,5,6,6,4,3,6,5,6,125,100,5,3,3,4,,90,82.5,85.4166666666667,
1,1,1,1,4,2,1,50,1,2.073,2.073,4.561,1,1,1.763,1.763,4.107,1,1,1.895,1.895,5.15,1,1,2.216,2.216,4.262,1,1,1.917,1.917,4.815,1,1,1.701,1.701,4.062,1,0,3.161,3.161,16.218,1,1,1.516,1.516,5.493,1,1,1.916,1.916,4.03,1,1,1.634,1.634,4.25,1,0,1.92,1.92,20.113,1,0,1.589,18.669,20.107,2,1,1.22,1.22,3.524,1,0,2.944,2.944,4.728,1,0,1.738,1.738,20.11,1,1,1.824,1.824,5.714,1,1,1.357,1.357,5.069,1,0,1.287,5.647,15.119,2,1,1.345,1.345,3.977,1,1,1.25,1.25,4.706,1,34,1,1,2,5,5,6,4,6,4,2,4,1,3,3,6,6,6,6,6,2,6,6,6,109,100,5,5,5,5,10,82.5,90,87.5,
2,2,1,1,1,4,2,30,1,0.863,0.863,4.643,1,0,1.453,1.453,15.783,1,0,1.473,11.49,20.115,4,1,1.853,1.853,5.649,1,0,0.971,0.971,19.577,1,1,1.033,1.033,4.635,1,0,1.181,1.181,11.27,1,1,1.742,1.742,6.676,1,0,1.12,1.12,15.522,1,1,4.568,4.568,9.007,1,0,1.3,1.3,20.007,1,0,1.742,1.742,17.742,1,0,1.128,1.128,18.529,1,0,1.133,1.133,15.583,1,1,1.233,1.233,4.375,1,0,1.09,1.09,20.013,1,1,1.214,7.978,8.504,3,0,1.758,1.758,16.784,1,0,0.843,0.843,20.008,1,0,1.49,1.49,13.013,1,20,1,1,2,5,5,6,4,6,4,4,7,1,3,4,6,6,6,5,6,3,6,6,6,125,100,7,7,6,4,11,87.5,77.5,64.5833333333333,
1,1,1,1,1,1,1,5,1,4.161,7.625,8.079,2,1,2.369,2.369,6.141,1,1,1.916,1.916,6.633,1,1,1.723,1.723,6.159,1,1,1.615,1.615,4.843,1,1,1.338,1.338,4.464,1,0,1.681,1.681,20.012,1,1,3.737,3.737,6.509,1,0,14.539,14.539,17.11,1,1,2.944,2.944,7.197,1,1,1.636,1.636,16.633,1,0,2.605,2.605,20.007,1,1,4.461,4.461,7.513,1,1,1.781,1.781,8.828,1,1,2.736,2.736,7.683,1,1,1.738,1.738,4.239,1,0,1.2,1.2,15.763,1,1,1.59,1.59,5.938,1,1,1.564,1.564,4.36,1,1,1.618,1.618,13.261,1,46,1,1,1,5,5,6,5,6,4,5,5,1,3,3,6,7,6,6,5,3,6,5,6,20,11,1,1,1,1,11,87.5,90,77.0833333333333,
5,2,1,1,1,2,2,10,0,1.364,1.364,17.969,1,0,1.363,1.363,20.111,1,0,3.72,3.72,16.922,1,1,1.195,1.195,9.794,1,1,1.057,1.057,9.488,1,0,0.876,0.876,19.658,1,0,1.125,1.125,15.213,1,1,1.273,1.273,18.73,1,0,0.892,0.892,20.106,1,0,1.893,1.893,20.106,1,0,1.1,1.1,18.677,1,0,1.394,1.394,15.647,1,1,1,1,6.246,1,0,0.814,0.814,12.732,1,0,0.968,0.968,12.771,1,0,0.926,0.926,14.032,1,1,0.976,0.976,14.243,1,0,1.233,1.233,17.558,1,1,0.928,0.928,4.548,1,1,0.788,0.788,11.618,1,18,0,4,3,5,4,6,3,6,4,3,3,1,5,5,6,5,5,6,5,3,5,5,6,40,31,4,1,2,2,12,70,90,79.1666666666667,
5,1,1,1,1,6,2,86,1,5.89,5.89,9.856,1,0,3.838,3.838,9.2,1,1,2.624,2.624,9.689,1,0,2.436,2.436,9.799,1,0,3.59,3.59,19.785,1,1,4.78,4.78,16.043,1,0,7.403,7.403,16.399,1,0,15.594,15.594,20.009,1,1,4.677,9.303,13.593,2,0,0,0,5.774,0,0,10.338,10.338,14.721,1,0,3.456,3.456,20.007,1,0,0,0,0.484,0,0,3.99,3.99,14.151,1,0,0,0,9.892,0,1,4.639,4.639,9.669,1,0,3.013,3.013,7.513,1,0,0,0,11.212,0,1,4.795,4.795,8.863,1,0,0,0,4.358,0,45,1,1,2,6,3,6,2,6,4,2,5,1,2,2,6,6,6,6,6,2,6,5,6,49,41,2,2,2,2,15,77.5,82.5,85.4166666666667,
4,2,2,1,2,3,1,10,1,1.498,1.498,4.577,1,1,1.121,1.121,7.093,1,1,0.819,0.819,3.447,1,1,0.639,0.639,9.703,1,1,0.679,0.679,10.619,1,1,0.925,0.925,9.064,1,0,0.766,0.766,20.007,1,1,3.136,19.387,19.965,3,1,1.019,1.019,13.367,1,1,1.532,1.532,8.285,1,1,1.066,1.066,6.772,1,1,2.021,2.021,5.259,1,1,0.93,0.93,2.688,1,1,0.784,0.784,8.067,1,1,2.892,2.892,4.914,1,1,0.677,0.677,8.139,1,1,0.905,0.905,3.379,1,1,0.74,0.74,4.295,1,1,0.757,0.757,3.335,1,0,0.693,0.693,20.007,1,34,0,6,1,6,3,6,2,6,4,2,6,1,3,2,5,6,4,6,6,3,5,6,6,16,8,3,3,3,2,9,77.5,80,85.4166666666667,
2,1,1,1,2,1,1,70,1,11.886,11.886,14.73,1,1,2.452,10.068,20.116,2,1,1.316,1.316,13.557,1,1,1.466,1.466,12.787,1,0,3.694,3.694,20.111,1,0,1.301,1.301,20.016,1,0,5.22,18.924,20.115,2,0,5,5,18.441,1,1,1.408,1.408,13.868,1,0,2.391,2.391,13.499,1,0,15.346,15.346,20.011,1,0,1.716,1.716,20.012,1,0,0,0,20.113,0,0,4.621,4.621,20.108,1,0,11.72,11.72,20.012,1,0,18.404,18.404,20.009,1,0,0,0,20.009,0,0,19.401,19.401,20.007,1,0,8.166,8.166,20.008,1,0,18.113,18.113,20.111,1,32,1,1,1,5,3,6,3,6,4,3,6,1,5,4,6,6,6,6,6,3,6,6,6,59,53,1,2,3,5,13,82.5,82.5,85.4166666666667,
1,1,1,1,1,1,1,100,1,9.75,9.75,13.531,1,0,15.792,15.792,20.107,1,0,0.246,0.246,0.79,1,0,0,0,20.114,0,1,2.993,2.993,6.394,1,1,3.848,3.848,7.303,1,0,0,0,20.018,0,0,2.341,2.341,20.161,1,1,12.263,16.831,19.66,2,1,2.018,2.018,7.806,1,0,1.976,1.976,12.829,1,0,0.904,0.904,18.733,1,0,4.794,4.794,16.2,1,1,9.866,9.866,13.688,1,1,4.677,4.677,8.455,1,1,9.598,9.598,13.965,1,0,0,0,14.123,0,1,2.345,2.345,18.57,1,1,4.206,4.206,8.166,1,0,2.063,2.063,6.747,1,52,1,1,3,6,2,6,2,6,4,2,6,1,2,6,6,6,6,6,6,2,6,6,6,77,77,4,4,4,4,10,62.5,72.5,83.3333333333333,
3,1,1,1,1,2,1,81,1,1.112,1.112,7.109,1,0,0.978,0.978,17.786,1,1,0.939,0.939,5.501,1,1,1.369,1.369,4.788,1,0,1.526,1.526,20.011,1,1,2.286,2.286,6.345,1,0,0.905,0.905,20.007,1,1,2.058,2.058,5.131,1,1,1.026,1.026,16.784,1,1,1.26,1.26,11.449,1,0,0,0,20.008,0,0,0,0,20.008,0,1,1.996,1.996,4.89,1,1,1.116,1.116,13.109,1,1,1.205,1.205,6.249,1,1,2.301,2.301,12.881,1,0,0,0,20.008,0,0,2.285,2.285,20.007,1,1,2.019,2.019,5.664,1,1,1.431,1.431,5.746,1,35,1,7,1,6,2,6,2,6,4,1,6,1,2,2,6,6,6,6,6,1,6,6,6,72,70,2,3,1,1,11,90,85,87.5,
5,2,1,3,1,4,2,70,1,2.008,2.008,5.157,1,1,1.653,1.653,6.621,1,1,1.033,1.033,7.135,1,1,1.674,1.674,6.362,1,0,1.016,1.016,20.108,1,0,1.078,1.078,20.007,1,0,13.099,13.099,20.006,1,0,0.913,11.897,20.007,2,1,3.794,3.794,6.841,1,1,3.226,3.226,13.333,1,1,1.074,1.074,7.401,1,0,2.477,2.477,20.007,1,1,1.743,1.743,4.539,1,1,0.681,0.681,7.312,1,1,1.446,1.446,5.297,1,1,0.849,0.849,3.779,1,0,0.7,0.7,19.582,1,0,1.38,1.38,20.118,1,1,1.846,1.846,5.518,1,1,0.996,0.996,5.865,1,45,1,1,1,5,2,6,2,6,4,1,7,1,5,2,6,5,7,5,7,3,6,6,6,73,71,4,4,4,4,11,82.5,90,83.3333333333333,
4,1,1,1,1,4,2,55,1,0.998,0.998,7.529,1,1,1.328,1.328,6.255,1,1,1.104,1.104,4.512,1,1,0.686,0.686,3.684,1,1,0.623,0.623,9.014,1,1,0.873,0.873,4.063,1,0,0.893,0.893,20.012,1,0,1.508,1.508,20.011,1,0,2.004,5.977,20.016,2,0,1.348,1.348,19.447,1,1,0.731,0.731,11.821,1,1,1.472,1.472,6.198,1,1,0.807,0.807,8.312,1,0,1.124,1.124,20.108,1,1,0.952,14.192,17.072,2,0,0.973,0.973,20.118,1,0,3.374,3.374,20.011,1,0,2.246,2.246,20.017,1,1,1.907,1.907,8.299,1,1,0.863,0.863,16.693,1,32,0,1,1,5,2,6,2,6,4,2,6,1,2,2,6,6,5,6,5,3,5,5,6,99,100,5,2,1,1,11,87.5,87.5,81.25,
5,3,2,2,4,2,2,54,1,2.456,2.456,14.024,1,0,2.907,2.907,12.783,1,0,1.88,1.88,8.838,1,0,1.864,1.864,13.873,1,1,1.514,1.514,6.689,1,1,1.387,1.387,10.046,1,0,1.613,1.613,18.977,1,0,2.426,2.426,10.674,1,0,1.959,1.959,13.461,1,1,1.52,1.52,6.694,1,0,1.101,1.101,11.101,1,0,1.486,1.486,12.976,1,0,1.43,1.43,12.892,1,0,1.655,6.793,16.602,2,0,1.186,1.186,11.901,1,0,1.335,1.335,18.627,1,0,4.035,4.035,12.168,1,0,0.987,0.987,20.431,1,1,2.258,2.258,20.037,1,0,1.367,1.367,20.019,1,42,0,4,1,6,1,6,2,6,4,1,6,1,3,1,7,6,5,6,6,3,6,6,6,121,100,6,7,6,6,12,45,67.5,54.1666666666667,
4,2,2,1,2,3,2,50,0,4.557,4.557,20.011,1,1,3.564,3.564,8.064,1,1,1.232,1.232,6.966,1,1,1.394,1.394,5.894,1,0,1.176,1.176,20.007,1,1,12.894,12.894,18.641,1,0,1.067,1.067,20.011,1,1,8.25,8.25,11.241,1,1,1.006,1.006,7.201,1,0,0.959,0.959,20.007,1,1,1.401,1.401,7.514,1,0,0.873,0.873,20.107,1,1,5.221,5.221,7.967,1,0,1.264,1.264,13.388,1,0,1.264,1.264,9.324,1,1,1.256,1.256,15.399,1,0,1.668,1.668,20.108,1,1,1.73,4.882,5.657,2,1,0.516,0.827,7.747,2,0,1.313,1.313,20.01,1,18,1,1,2,5,5,5,4,6,4,4,7,1,6,5,7,5,6,5,5,3,4,5,6,41,33,4,4,4,4,12,85,82.5,85.4166666666667,
1,1,1,1,1,1,1,100,1,6.417,6.417,8.864,1,0,1.582,1.582,20.126,1,0,0,0,20.012,0,1,9.166,9.166,11.777,1,0,6.849,6.849,20.12,1,1,4.681,4.681,7.313,1,0,0,0,20.118,0,0,0,0,20.122,0,0,0,0,20.118,0,1,12.706,12.706,17.314,1,0,0,0,20.019,0,0,0,0,20.018,0,0,0,0,20.016,0,0,0,0,20.014,0,1,15.467,15.467,18.286,1,0,5.245,5.245,8.346,1,0,5.948,5.948,14.141,1,1,2.856,2.856,6.225,1,1,3.734,3.734,6.318,1,0,9.856,9.856,20.011,1,19,0,1,2,3,5,5,5,6,4,2,6,1,1,2,7,7,7,6,5,2,6,6,6,98,99,1,2,2,1,11,87.5,82.5,83.3333333333333,
2,2,1,1,6,2,2,85,0,7.651,7.651,18.237,1,1,5.379,5.379,9.281,1,1,3.566,3.566,6.981,1,1,1.792,1.792,4.843,1,1,4.81,4.81,7.585,1,1,3.449,3.449,7.758,1,0,5.582,5.582,20.112,1,0,0,0,20.007,0,0,0,0,20.007,0,0,0,0,20.007,0,0,0,0,20.007,0,0,13.143,13.143,20.007,1,1,15.172,15.172,17.819,1,1,14.643,14.643,17.748,1,1,6.309,6.309,9.8,1,1,7.218,7.218,10.326,1,0,0,0,20.007,0,0,11.221,11.221,20.007,1,1,7.487,7.487,11.348,1,0,0,0,20.007,0,56,0,1,3,3,4,5,5,6,4,1,6,1,5,4,6,5,5,5,5,2,6,5,6,125,100,4,4,5,2,13,40,62.5,56.25,
3,1,2,4,4,6,2,73,0,2.446,2.446,9.35,1,1,1.514,1.514,4.902,1,0,1.444,1.444,9.938,1,0,3.323,3.323,15.086,1,0,1.062,1.062,13.025,1,0,2.051,2.051,14.419,1,0,1.41,1.41,20.034,1,0,13.768,13.768,20.114,1,0,1.963,1.963,6.119,1,0,1.31,1.31,5.543,1,0,1.293,1.293,7.694,1,0,1.074,1.074,8.283,1,1,10.768,10.768,17.13,1,1,1.403,1.403,18.594,1,1,1.442,1.442,15.242,1,1,11.515,14.6,15.291,3,0,1.511,1.511,16.38,1,1,15.14,15.14,18.026,1,1,1.667,1.667,8.232,1,0,4.134,4.134,6.313,1,18,0,1,3,5,3,5,2,6,4,2,6,1,1,1,6,6,6,7,5,2,5,6,6,48,40,7,6,6,6,13,65,67.5,77.0833333333333,
1,1,1,1,1,4,1,50,1,0.811,0.811,13.572,1,1,0.872,0.872,15.73,1,0,0.682,3.762,20.012,4,1,2.543,2.543,6.975,1,1,1.093,1.093,20.108,1,1,1.066,1.066,4.491,1,0,0.643,0.643,15.387,1,0,0.545,0.545,20.012,1,1,1.683,1.683,10.892,1,1,0.581,0.581,8.678,1,1,0.881,0.881,8.122,1,0,0.818,0.818,20.114,1,0,2.474,2.474,10.244,1,0,0.56,0.56,6.808,1,0,0.551,0.551,9.576,1,0,0.401,0.401,6.217,1,0,0.627,0.627,20.011,1,0,0,0,0.125,0,0,0.979,0.979,13.429,1,0,0.511,18.818,19.201,2,21,0,6,1,5,6,7,4,5,4,4,7,1,5,4,7,6,5,5,6,4,5,4,6,84,85,4,4,2,1,13,90,87.5,75,
2,2,2,4,2,2,1,90,1,3.828,3.828,8.548,1,0,20.169,20.169,20.209,1,1,3.585,8.934,11.757,2,1,5.066,5.066,7.53,1,1,3.139,3.139,9.39,1,1,2.016,2.016,5.429,1,0,16.021,16.021,20.005,1,1,9.545,9.545,12.5,1,1,9.595,9.595,12.152,1,1,7.867,7.867,11.851,1,1,5.403,5.403,8.878,1,0,0,0,20.107,0,0,0,0,20.105,0,0,0.434,0.434,19.832,1,1,12.538,12.538,15.178,1,0,0,0,20.006,0,0,0,0,20.006,0,0,12.279,12.279,15.351,1,1,5.483,5.483,8.888,1,1,13.355,13.355,15.881,1,37,1,3,1,6,4,7,3,5,4,3,7,1,3,4,6,6,5,6,5,3,6,6,6,57,50,4,4,4,4,21,87.5,85,83.3333333333333,
1,1,1,7,6,1,1,100,1,2.145,2.145,5.46,1,1,2.58,2.58,6.45,1,1,3.257,14.348,14.37,2,1,1.607,1.607,4.466,1,1,3.276,3.276,5.221,1,1 ,1.463,1.463,5.685,1,0,2.409,2.409,13.339,1,0,5.397,5.397,9.53,1,0,1.553,12.02,12.052,2,1,1.208,1.208,3.816,1,1,1.047,1.047,6.889,1,1,1.176,8.063,9.098,2,1,5.169,5.169,10.026,1,0,6.067,6.067,9.145,1,0,3.742,4.234,14.531,2,1,4.723,4.723,10.342,1,0,1.441,1.441,16.587,1,0,0.913,0.913,11.033,1,1,0.879,0.879,7.696,1,1,0.976,0.976,5.937,1,33,1,4,1,4,7,6,7,5,4,5,5,1,5,5,5,5,6,4,5,6,6,5,6,78,77,3,1,2,2,24,70,70,70.8333333333333,
2,1,1,2,1,1,1,92,1,1.9,1.9,7.94,1,1,1.791,1.791,9.475,1,0,2.091,2.091,20.023,1,1,2.289,2.289,9.231,1,1,2.49,2.49,8.634,1,0,2.256,2.256,20.019,1,1,3.08,3.08,8.2,1,1,2.276,2.276,8.398,1,0,2.392,2.392,20.031,1,1,1.611,1.611,6.639,1,0,2.363,2.363,20.032,1,0,4.037,4.037,20.133,1,1,2.731,2.731,19.153,1,1,2.435,2.435,12.124,1,1,2.159,2.159,15.699,1,0,1.722,1.722,20.122,1,1,1.77,1.77,7.362,1,1,10.227,10.227,13.212,1,1,3.406,3.406,6.474,1,0,10.154,10.154,20.028,1,36,0,1,1,5,6,6,4,5,4,4,6,1,4,4,6,6,6,4,5,4,6,5,6,125,100,2,2,2,1,11,77.5,87.5,81.25,
2,2,2,1,1,1,1,21,0,7.967,10.989,11.597,3,0,1.3,7.357,7.802,3,0,1.777,11.109,11.697,3,0,0.836,6.203,7.01,2,1,0.753,9.747,10.864,3,1,0.718,7.077,7.081,4,0,0.925,5.001,5.354,3,0,0.634,7.649,7.933,3,0,0.809,11.909,12.328,2,0,1.302,16.164,17.898,2,1,0.981,11.144,11.548,2,0,0.737,10.71,11.211,2,0,1.025,7.783,8.157,2,0,1.801,14.367,14.736,8,1,1.189,6.059,6.528,2,1,1.292,8.859,9.208,2,0,1.398,4.636,5.044,2,0,1.087,9.512,9.97,2,0,1.21,10.157,11.186,2,1,1.047,16.067,20.016,2,28,1,1,2,4,6,6,7,5,4,7,5,1,,7,7,7,7,4,5,6,6,5,6,57,51,3,4,4,4,11,72.5,85,72.9166666666667,
5,5,2,1,3,2,1,31,1,1.583,1.583,8.849,1,1,1.698,1.698,5.473,1,1,1.17,1.17,5.298,1,1,1.3,1.3,5.088,1,0,1.216,6.909,12.931,3,0,1.447,17.612,20.011,4,0,1.352,3.741,20.005,2,1,3.759,3.759,6.713,1,1,1.658,1.658,5.1,1,1,1.228,1.228,10.45,1,0,1.333,1.333,19.03,1,0,1.636,1.636,20.004,1,1,11.194,11.194,14.117,1,1,1.456,1.456,11.684,1,1,1.458,1.458,8.92,1,1,1.339,1.339,7.514,1,0,1.614,1.614,20.006,1,0,0,0,20.004,0,1,5.585,5.585,8.405,1,1,1.349,1.349,6.57,1,47,1,1,3,5,5,6,2,5,4,1,6,1,2,2,6,5,5,7,6,2,6,5,6,75,74,2,2,3,2,11,67.5,87.5,54.1666666666667,
4,2,1,2,2,4,1,80,0,8.579,9.845,20.019,2,1,5.983,5.983,16.494,1,1,0.906,0.906,9.383,1,1,0.955,0.955,6.55,1,1,0.842,0.842,5.477,1,1,0.745,0.745,11.964,1,0,0.863,0.863,16.272,1,0,1.014,1.014,18.547,1,0,0.794,0.794,14.205,1,0,0.782,0.782,20.009,1,1,3.615,13.041,14.261,2,0,0.696,0.696,20.012,1,0,1.502,1.502,12.636,1,1,1.148,1.148,13.665,1,0,0.83,0.83,14.586,1,0,0.642,0.642,13.57,1,0,0.69,0.69,20.106,1,0,0,0,0.184,0,0,2.222,2.222,7.458,1,1,0.812,0.812,16.937,1,20,0,1,2,5,5,6,4,5,4,3,6,1,3,3,7,6,6,6,6,3,6,6,6,91,92,4,4,4,2,,77.5,75,79.1666666666667,
2,1,1,1,1,1,1,52,1,4.49,4.49,9.503,1,0,2.934,2.934,6.489,1,1,4.103,4.103,8.098,1,1,2.572,2.572,5.572,1,1,2.403,2.403,6.661,1,0,4.164,4.164,20.123,1,1,2.809,2.809,7.001,1,1,3.329,3.329,17.276,1,1,2.189,2.189,8.515,1,1,2.68,2.68,9.262,1,1,2.188,2.188,8.86,1,0,2.381,2.381,20.117,1,1,1.722,1.722,6.754,1,0,1.521,2.849,20.017,2,1,2.439,2.439,7.611,1,1,1.864,1.864,5.429,1,0,2.09,2.09,20.011,1,0,0,0,0,0,1,1.932,1.932,6.382,1,1,1.993,8.783,9.6,2,37,1,1,1,4,5,6,3,5,4,3,5,1,3,2,6,7,6,5,5,3,5,6,6,-97,0,2,3,3,2,,82.5,85,66.6666666666667,
3,1,1,1,1,3,2,80,0,3.839,3.839,20.019,1,1,3.79,3.79,5.807,1,1,1.117,1.117,6.47,1,1,1.052,1.052,5.51,1,1,3.433,3.433,10.789,1,1,1.44,1.44,7.404,1,0,1.448,1.448,20.006,1,1,2.104,2.104,7.799,1,0,0.756,0.756,20.019,1,0,7.233,7.233,19.411,1,0,1.137,1.137,17.337,1,0,6.026,6.026,19.651,1,1,0.867,0.867,9.243,1,1,1.073,1.073,9.297,1,1,0.963,0.963,8.992,1,1,1.158,1.158,17.575,1,0,1.254,1.254,20.02,1,0,0.001,8.08,20.107,2,1,2.613,2.613,4.845,1,0,1.95,7.15,7.692,3,24,1,1,1,2,5,6,7,5,4,5,7,1,3,5,7,5,5,5,6,7,6,6,6,-62,0,5,4,3,4,12,82.5,80,77.0833333333333,
1,1,1,1,2,4,1,50,1,1.263,1.263,6.633,1,1,1.049,1.049,3.949,1,1,0.831,0.831,4.436,1,1,2.346,2.346,5.39,1,1,1.166,1.166,4.409,1,1,1.285,1.285,4.67,1,0,1.408,1.408,19.66,1,1,1.22,1.22,7.066,1,1,3.478,3.478,4.748,1,1,1.06,5.76,6.098,2,1,0.505,0.505,5.45,1,0,0.549,0.549,20.011,1,1,1.524,1.524,4.461,1,0,0.806,0.806,20.108,1,0,2.314,8.982,18.326,2,1,0.904,0.904,6.548,1,0,0.787,0.787,13.914,1,1,0.976,0.976,4.633,1,1,0.689,0.689,2.791,1,1,0.752,0.752,2.88,1,27,1,1,1,6,4,6,4,5,4,2,6,1,2,3,6,6,6,6,6,4,5,6,6,105,100,5,4,4,4,11,62.5,55,33.3333333333333,
5,2,1,1,1,5,2,59,1,2.602,2.602,7.931,1,0,16.24,16.24,20.012,1,1,2.789,2.789,10.19,1,1,1.377,1.377,9.209,1,1,1.657,1.657,6.605,1,0,4.373,4.373,20.008,1,0,1.796,1.796,13.118,1,0,4.434,4.434,11.343,1,1,1.97,1.97,5.425,1,1,1.015,1.015,3.646,1,0,1.29,1.29,8.376,1,1,1.294,1.294,10.176,1,1,1.539,1.539,4.372,1,0,7.084,7.084,20.008,1,1,2,2,4.408,1,1,1.436,1.436,6.753,1,0,4.083,17.652,20.011,2,1,1.174,1.174,8.479,1,1,1.321,1.321,4.077,1,0,0.982,0.982,12.775,1,28,0,1,2,6,2,6,1,5,4,1,6,1,1,1,6,6,6,7,5,2,5,7,6,60,54,1,1,3,1,12,85,77.5,87.5,
