killandfight_1,killandfight_2,killandfight_3,killandfight_4,killandfight_5,killandfight_6,choice,certainty_trolley,RAT1,RAT1_time_First Click,RAT1_time_Last Click,RAT1_time_Page Submit,RAT1_time_Click Count,RAT2,RAT2_time_First Click,RAT2_time_Last Click,RAT2_time_Page Submit,RAT2_time_Click Count,RAT3,RAT3_time_First Click,RAT3_time_Last Click,RAT3_time_Page Submit,RAT3_time_Click Count,RAT4,RAT4_time_First Click,RAT4_time_Last Click,RAT4_time_Page Submit,RAT4_time_Click Count,RAT5,RAT5_time_First Click,RAT5_time_Last Click,RAT5_time_Page Submit,RAT5_time_Click Count,RAT6,RAT6_time_First Click,RAT6_time_Last Click,RAT6_time_Page Submit,RAT6_time_Click Count,RAT7,RAT7_time_First Click,RAT7_time_Last Click,RAT7_time_Page Submit,RAT7_time_Click Count,RAT8,RAT8_time_First Click,RAT8_time_Last Click,RAT8_time_Page Submit,RAT8_time_Click Count,RAT9,RAT9_time_First Click,RAT9_time_Last Click,RAT9_time_Page Submit,RAT9_time_Click Count,RAT10,RAT10_time_First Click,RAT10_time_Last Click,RAT10_time_Page Submit,RAT10_time_Click Count,RAT11,RAT11_time_First Click,RAT11_time_Last Click,RAT11_time_Page Submit,RAT11_time_Click Count,RAT12,RAT12_time_First Click,RAT12_time_Last Click,RAT12_time_Page Submit,RAT12_time_Click Count,RAT13,RAT13_time_First Click,RAT13_time_Last Click,RAT13_time_Page Submit,RAT13_time_Click Count,RAT14,RAT14_time_First Click,RAT14_time_Last Click,RAT14_time_Page Submit,RAT14_time_Click Count,RAT15,RAT15_time_First Click,RAT15_time_Last Click,RAT15_time_Page Submit,RAT15_time_Click Count,RAT16,RAT16_time_First Click,RAT16_time_Last Click,RAT16_time_Page Submit,RAT16_time_Click Count,RAT17,RAT17_time_First Click,RAT17_time_Last Click,RAT17_time_Page Submit,RAT17_time_Click Count,RAT18,RAT18_time_First Click,RAT18_time_Last Click,RAT18_time_Page Submit,RAT18_time_Click Count,RAT19,RAT19_time_First Click,RAT19_time_Last Click,RAT19_time_Page Submit,RAT19_time_Click Count,RAT20,RAT20_time_First Click,RAT20_time_Last Click,RAT20_time_Page Submit,RAT20_time_Click Count,age,gender,ethnicity,education,CFI_1,CFI_2,CFI_3,CFI_4,CFI_5,CFI_6,CFI_7,CFI_8,attention_check,CFI_10,CFI_11,CFI_12,CFI_13,CFI_14,CFI_15,CFI_16,CFI_17,CFI_18,CFI_19,CFI_20,distance,overlap,ARIS_1,ARIS_2,ARIS_3,ARIS_4,WCST_timetotal,color,number,shape,
1,1,1,1,1,1,1,100,1,10.031,10.031,15.325,1,1,3.294,3.294,8.241,1,1,5.242,5.242,9.813,1,1,4.311,4.311,9.108,1,0,0,0,20.009,0,0,0,0,20.006,0,0,0,0,20.007,0,1,4.923,4.923,13.294,1,1,10.996,10.996,15.625,1,1,4.361,4.361,9.227,1,0,0,0,20.106,0,0,0,0,20.007,0,1,3.15,3.15,7.937,1,0,0,0,20.007,0,0,0,0,20.006,0,0,0,0,20.007,0,1,3.217,3.217,7.883,1,0,0,0,20.006,0,1,4.882,4.882,9.717,1,0,0,0,20.007,0,61,0,7,1,5,5,7,5,7,7,4,6,1,2,2,7,7,7,4,6,2,7,5,7,125,100,5,2,2,2,12,82.5,85,81.25,
4,1,1,2,2,2,1,50,0,10.46,10.46,20.112,1,0,11.656,11.656,17.125,1,1,4.523,4.523,7.781,1,0,3.387,3.387,6.972,1,0,2.058,2.058,18.689,1,0,0,0,20.021,0,0,6.722,6.722,18.145,1,0,11.63,11.63,20.018,1,1,3.742,3.742,6.301,1,0,4.015,4.015,20.013,1,0,14.648,14.648,20.007,1,0,7.422,7.422,20.006,1,1,15.926,15.926,19.879,1,0,1.578,1.578,20.021,1,1,8.367,8.367,11.983,1,0,0,0,20.11,0,0,13.15,13.15,20.009,1,1,9.718,9.718,13.635,1,1,1.728,1.728,4.716,1,1,1.161,1.161,14.99,1,68,1,6,1,5,5,7,5,7,7,4,7,1,2,3,6,6,7,7,7,2,7,7,7,46,37,4,4,2,2,14,60,27.5,66.6666666666667,
3,1,2,2,1,2,1,95,1,1.541,1.541,3.563,1,1,1.07,1.07,4.834,1,1,0.808,0.808,3.599,1,1,0.933,0.933,6.758,1,1,0.729,0.729,10.376,1,1,0.518,3.113,3.801,2,0,0.431,0.431,14.04,1,1,0.645,0.645,3.638,1,1,0.549,0.549,14.586,1,1,0.558,0.558,6.098,1,1,0.52,0.52,14.462,1,0,0.658,0.658,20.007,1,1,1.134,1.134,7.066,1,0,0.635,0.635,20.006,1,1,1.561,9.529,10.148,2,0,0.779,0.779,20.005,1,1,2.965,2.965,5.001,1,1,0.803,0.803,6.523,1,1,0.447,2.955,3.243,2,1,0.467,0.467,4.302,1,24,1,4,1,5,5,7,2,7,7,2,5,1,2,2,6,7,7,5,6,2,6,6,7,28,18,5,5,5,5,12,82.5,75,77.0833333333333,
5,1,1,1,1,4,2,9,0,5.036,5.036,15.306,1,0,1.966,1.966,6.368,1,0,1.806,1.806,8.21,1,0,2.149,2.149,12.879,1,0,1.39,1.39,8.662,1,1,1.702,1.702,10.671,1,0,2.35,2.387,12.956,2,0,1.054,1.054,9.255,1,0,1.292,1.292,9.012,1,0,1.252,1.252,14.549,1,0,1.418,1.418,7.618,1,0,2.23,2.23,17.02,1,0,1.516,1.516,9.952,1,0,1.401,1.401,8.3,1,0,1.244,1.244,9.448,1,0,1.057,1.057,18.015,1,0,1.604,1.604,7.402,1,0,1.546,1.546,8.592,1,1,1.208,1.208,5.487,1,0,1.262,1.262,11.529,1,39,1,4,1,4,5,7,5,7,7,5,7,1,6,5,5,7,7,7,7,4,6,6,7,66,62,1,1,1,1,11,82.5,77.5,89.5833333333333,
5,1,1,1,1,3,2,77,1,1.991,1.991,5.931,1,1,1.25,1.25,5.246,1,0,1.486,1.486,20.112,1,1,4.254,4.254,7.8,1,0,1.575,1.575,17.827,1,0,1.781,1.781,20.008,1,0,0,0,20.008,0,1,6.176,6.176,11.6,1,1,2.345,2.345,7.474,1,1,1.791,1.791,6.131,1,0,1.357,1.357,20.108,1,0,0.962,15.139,20.007,2,1,1.668,1.668,8.253,1,1,1.724,1.724,9.84,1,1,1.275,1.275,6.371,1,0,1.541,1.541,20.007,1,0,8.49,8.49,12.242,1,0,1.626,1.626,20.107,1,1,9.094,9.094,13.213,1,0,2.07,2.07,20.008,1,59,1,1,1,3,5,7,3,7,7,3,7,1,2,3,7,7,7,5,7,6,7,6,7,58,51,1,1,1,1,11,80,85,85.4166666666667,
4,1,1,1,2,4,1,33,0,2.547,18.123,20.116,3,0,1.905,6.786,20.039,3,0,2.458,6.234,19.221,3,0,0.94,5.357,12.716,2,0,1.821,4.908,12.839,2,0,1.226,1.226,12.633,1,0,2.303,12.951,16.274,2,0,1.481,4.545,13.381,2,0,1.882,1.882,7.768,1,0,1.663,1.663,7.045,1,0,6.352,14.937,19.134,2,0,1.516,1.516,9.132,1,0,2.461,2.461,11.28,1,0,1.512,1.512,10.974,1,1,1.185,4.57,10.321,3,0,2.43,2.43,10.285,1,0,0.831,0.831,9.653,1,0,1.19,3.79,8.858,3,1,1.033,1.033,4.845,1,0,2.98,7.643,12.524,2,28,0,1,2,6,4,7,5,7,7,4,7,1,4,4,7,7,7,5,6,1,6,6,7,41,33,7,5,6,6,11,87.5,85,83.3333333333333,
6,2,1,1,2,4,1,29,1,2.49,8.105,9.643,3,0,2.994,2.994,9.863,1,0,1.765,1.765,19.952,1,0,1.802,1.802,20.116,1,0,1.641,1.641,20.016,1,0,3.024,3.024,20.118,1,0,13.298,13.298,17.678,1,1,1.684,1.684,7.62,1,1,1.261,1.261,6.371,1,1,2.053,2.053,7.227,1,1,1.522,1.522,10.857,1,0,1.596,1.596,20.015,1,1,16.182,16.182,20.109,1,1,2.074,2.074,7.428,1,1,1.544,1.544,9.622,1,0,1.636,1.636,20.113,1,1,2.579,2.579,7.511,1,1,1.248,1.248,7.965,1,0,0,0,2.059,0,0,1.753,1.753,14.256,1,70,1,1,1,6,4,7,2,7,7,2,7,1,2,2,7,7,7,6,7,2,7,7,7,64,60,5,5,4,5,16,87.5,87.5,75,
4,1,1,1,2,6,1,95,1,3.946,3.946,13.53,1,0,1.326,1.326,15.686,1,0,1.081,1.081,11.353,1,0,0.792,0.792,8.509,1,0,0.561,0.561,10.153,1,0,0.658,0.658,11.72,1,0,0.705,0.705,14.119,1,0,0.656,0.656,6.526,1,0,0.774,0.774,5.119,1,0,0.58,0.58,5.593,1,0,0.454,0.454,7.355,1,0,0.697,0.697,6.376,1,0,0.716,0.716,7.804,1,1,0.643,0.643,5.297,1,0,0.544,0.544,6.262,1,0,0.716,0.716,7.707,1,0,0.585,0.585,4.825,1,1,0.727,0.727,4.597,1,1,0.548,0.548,5.778,1,0,0.482,0.482,6.939,1,39,0,1,1,6,4,7,3,7,7,2,7,1,1,1,7,7,7,6,7,2,7,7,7,55,47,4,5,5,5,13,85,90,77.0833333333333,
2,1,1,1,1,1,2,66,1,1.608,9.884,10.517,3,1,1.573,7.574,8.504,2,1,1.599,7.042,7.828,2,1,1.119,5.563,6.164,2,1,0.938,0.938,8.654,1,0,0.942,15.988,17.933,3,0,1.315,16.116,17.981,2,0,1.246,1.246,20.122,1,1,1.162,1.162,8.784,1,1,0.971,0.971,4.079,1,1,0.956,0.956,6.057,1,0,0.6,0.6,15.163,1,0,1.179,13.747,15.455,4,1,1.139,1.139,14.001,1,1,0.899,0.899,7.543,1,0,1.496,19.534,19.941,2,1,1.002,1.002,18.041,1,1,3.345,3.345,17.25,1,1,1.183,1.183,4.689,1,1,1.108,1.108,4.208,1,25,0,3,1,7,3,7,4,7,7,2,7,1,5,2,7,7,7,6,7,3,7,7,7,48,40,5,2,2,1,11,92.5,77.5,87.5,
1,1,1,3,1,1,1,51,0,9.604,9.604,16.47,1,0,3.782,3.782,8.19,1,1,5.31,5.31,8.848,1,1,2.776,2.776,5.55,1,1,2.121,2.121,4.851,1,0,1.655,1.655,17.695,1,0,14.708,14.708,18.403,1,1,8.474,8.474,11.67,1,1,6.804,6.804,9.474,1,0,7.551,7.551,10.745,1,0,9.449,9.449,12.286,1,0,0,0,20.008,0,1,2.948,2.948,5.366,1,0,0,0,20.007,0,0,17.947,17.947,20.006,1,0,0,0,0.314,0,0,1.443,1.443,13.943,1,0,5.221,5.221,7.928,1,1,3.1,3.1,5.585,1,1,1.968,1.968,4.706,1,53,1,1,1,7,3,7,2,7,7,1,7,1,1,1,7,7,7,7,7,2,7,7,7,55,48,6,5,5,4,11,65,77.5,81.25,
2,1,1,1,1,1,1,62,1,1.168,1.168,4.716,1,0,1.903,1.903,9.497,1,1,1.775,1.775,5.816,1,1,1.247,1.247,4.801,1,1,1.128,1.128,11.163,1,1,1.229,1.229,5.9,1,0,1.173,1.173,20.006,1,1,1.39,1.39,6.532,1,1,1.232,1.232,5.384,1,1,1.27,1.27,5.237,1,1,1.4,1.4,9.175,1,1,1.163,1.163,10.453,1,1,1.132,1.132,15.955,1,1,1.208,1.208,7.248,1,0,1.261,1.261,9.624,1,1,1.294,1.294,3.895,1,0,1.207,1.207,20.007,1,1,1.392,1.392,7.978,1,1,1.221,1.221,4.001,1,1,1.193,1.193,3.463,1,41,1,4,1,6,3,7,6,7,7,3,6,1,3,2,7,6,6,7,7,2,7,7,7,125,100,2,2,2,2,11,80,87.5,79.1666666666667,
6,2,2,5,4,4,1,85,0,7.36,7.36,20.01,1,0,3.162,16.355,20.013,3,0,16.362,16.362,20.04,1,0,12.856,12.856,20.01,1,0,13.587,13.587,20.008,1,0,12.557,12.557,20.01,1,0,11.555,11.555,20.117,1,0,9.137,9.137,20.112,1,1,2.956,2.956,20.017,1,1,2.242,16.24,20.034,3,1,11.305,11.305,13.582,1,1,11.045,11.045,13.686,1,1,13.801,13.801,20.014,1,0,19.932,19.932,20.107,1,1,2.733,2.733,20.16,1,0,17.799,17.799,18.866,1,1,13.288,13.288,18.692,1,1,7.514,7.514,19.538,1,1,4.452,4.452,6.399,1,0,8.509,8.509,11.07,1,19,0,1,2,5,3,7,3,7,7,1,7,1,2,2,7,7,7,6,7,2,7,7,7,69,66,1,1,1,1,11,90,82.5,77.0833333333333,
1,1,1,1,1,1,1,100,0,1.037,1.037,17.677,1,1,1.153,1.153,5.074,1,0,0.734,0.734,20.011,1,0,1.377,1.377,20.11,1,0,2.012,2.012,12.182,1,0,0.865,0.865,10.149,1,0,1.995,1.995,8.523,1,1,0.981,0.981,6.072,1,0,1.135,1.135,20.107,1,0,0.234,1.338,14.641,2,0,0.821,0.821,20.012,1,0,1.08,1.08,20.011,1,0,2.425,2.425,7.86,1,0,0.623,0.623,13.424,1,1,1.047,1.047,5.592,1,1,0.856,0.856,4.389,1,0,0.731,0.731,12.436,1,1,0.96,0.96,7.494,1,1,0.987,0.987,5.845,1,0,0.816,0.816,6.481,1,29,0,1,2,5,3,7,3,7,7,2,5,1,5,2,7,7,7,5,7,2,7,6,7,23,14,1,1,1,1,,85,90,89.5833333333333,
1,1,1,1,1,4,2,50,1,5.744,5.744,14,1,1,13.6,13.6,15.487,1,1,1.039,1.039,7.058,1,1,0.972,0.972,3.928,1,1,0.837,0.837,12.985,1,1,0.931,0.931,18.225,1,0,1.31,1.31,20.01,1,0,2.855,2.855,20.008,1,1,1.632,1.632,8.029,1,0,0.909,0.909,20.007,1,0,1.308,1.308,20.108,1,0,1.666,1.666,20.009,1,1,1.268,1.268,15.116,1,0,0.914,0.914,20.009,1,0,1.747,1.747,20.107,1,1,1.858,1.858,9.049,1,0,0.722,0.722,20.01,1,0,1.747,1.747,20.007,1,1,1.85,1.85,5.078,1,1,0.862,0.862,6.839,1,32,1,1,1,5,3,7,5,7,7,3,7,1,4,3,7,7,7,3,7,4,7,6,7,-16,0,4,4,4,4,10,85,77.5,87.5,
2,1,1,1,1,5,1,5,0,5.313,7.857,20.111,2,0,1.864,1.864,7.636,1,0,1.849,1.849,5.345,1,0,1.327,1.327,11.253,1,0,7.464,7.464,13.518,1,1,3.951,3.951,6.996,1,0,1.025,1.025,5.809,1,0,1.851,1.851,6.843,1,0,0.735,0.735,14.285,1,0,1.78,1.78,8.091,1,0,1.113,1.113,4.453,1,0,1.019,1.019,5.474,1,0,1.374,1.374,5.356,1,0,1.053,1.053,4.964,1,0,0.881,0.881,9.691,1,0,0.536,2.243,9.441,2,0,1.086,1.086,13.31,1,1,0.877,1.526,5.271,2,1,0.45,0.45,4.425,1,0,0.982,0.982,3.471,1,24,1,5,1,4,3,7,3,7,7,3,7,1,3,3,7,7,7,3,7,5,7,7,7,84,85,1,1,1,1,13,82.5,80,83.3333333333333,
5,1,1,2,1,2,1,82,1,1.731,1.731,5.072,1,1,2.267,2.267,5.561,1,1,2.367,2.367,5.079,1,1,3.048,3.048,6.471,1,0,2.015,2.015,20.107,1,0,3.358,3.358,20.005,1,0,4.353,4.353,20.122,1,1,1.989,1.989,6.57,1,1,2.072,2.072,7.147,1,0,2.318,2.318,20.006,1,0,3.9,3.9,20.007,1,0,2.77,2.77,20.005,1,1,2.79,2.79,5.516,1,0,1.882,1.882,20.106,1,0,3.314,3.314,20.007,1,1,4.971,4.971,9.247,1,0,2.078,2.078,20.106,1,0,3.287,3.287,20.012,1,1,2.928,2.928,5.318,1,1,2.828,2.828,15.66,1,48,1,1,1,4,3,7,2,7,7,2,7,1,1,2,7,7,7,6,6,2,7,7,7,72,70,3,3,3,3,11,77.5,87.5,89.5833333333333,
4,1,1,7,1,1,1,100,1,1.184,1.184,4.188,1,1,0.829,0.829,6.036,1,0,0.703,0.703,20.011,1,1,2.001,2.001,4.618,1,1,0.719,0.719,5.271,1,1,0.678,0.678,5.644,1,1,0.527,0.527,13.225,1,1,0.554,0.554,5.315,1,1,0.533,0.533,9.307,1,1,0.695,0.695,7.903,1,1,0.564,0.564,5.985,1,1,0.566,0.566,15.217,1,1,0.562,0.562,9.545,1,1,0.538,0.538,20.013,1,1,1.09,1.09,7.158,1,1,0.519,0.519,7.313,1,0,0.481,0.481,20.015,1,0,1.807,1.807,20.007,1,1,1.36,1.36,4.743,1,0,0.477,0.477,20.015,1,32,0,6,1,7,2,7,4,7,7,1,6,1,6,2,7,6,7,4,7,4,6,6,7,-89,0,1,1,1,1,10,87.5,82.5,89.5833333333333,
1,1,1,1,1,4,2,100,1,1.423,2.255,5.289,2,1,1.444,1.444,6.944,1,1,1.66,1.66,4.208,1,1,1.196,1.196,4.223,1,1,0.925,0.925,5.956,1,1,1.516,1.516,5.092,1,1,1.469,1.469,6.334,1,1,1.212,1.212,12.323,1,1,1.55,1.55,3.692,1,0,0.789,12.031,13.863,2,1,1.571,1.571,11.43,1,0,1.218,1.218,12.126,1,1,2.263,2.263,4.92,1,1,2.714,2.714,10.334,1,1,3.239,3.239,7.764,1,1,1.295,1.295,3.58,1,1,1.337,3.806,9.08,2,0,1.548,1.548,6.986,1,1,1.757,1.757,4.702,1,1,1.855,1.855,5.121,1,43,1,3,1,7,2,7,1,7,7,1,7,1,1,1,7,7,7,7,7,2,7,7,7,64,60,1,1,1,1,10,80,67.5,89.5833333333333,
2,1,1,1,3,1,1,11,1,2.618,2.618,5.983,1,1,1.547,1.547,5.079,1,0,0.984,0.984,16.505,1,1,3.454,3.454,6.507,1,1,7.027,7.027,10.315,1,0,1.142,1.142,20.111,1,1,8.625,8.625,12.097,1,0,0.879,0.879,20.01,1,0,3.26,3.26,20.112,1,0,0,0,20.012,0,0,15,15,18.734,1,0,1.003,1.003,20.014,1,0,0,0,20.014,0,1,1.956,1.956,7.647,1,1,1.871,1.871,8.569,1,1,0.99,0.99,8.97,1,1,0.964,0.964,11.081,1,1,0.764,0.764,5.894,1,1,0.733,0.733,5.525,1,1,0.699,0.699,19.124,1,66,1,1,2,6,2,7,1,7,7,1,6,1,2,1,7,7,7,7,7,2,7,7,7,108,100,4,4,5,1,10,75,80,83.3333333333333,
2,1,1,1,1,1,1,15,1,0.937,11.648,13.191,2,1,1.013,1.013,6.812,1,1,1.092,1.092,4.985,1,1,1.098,1.098,12.21,1,1,0.932,0.932,7.789,1,1,1.079,1.079,3.263,1,0,0.71,11.749,13.977,3,1,0.975,0.975,5.352,1,0,5.289,5.289,20.109,1,1,1.677,1.677,6.88,1,1,1.577,17.577,17.829,3,0,1.002,15.218,20.007,2,1,1.147,1.147,3.961,1,0,0.787,0.787,21.129,1,0,1.359,1.359,5.952,1,1,1.549,1.549,7.71,1,0,0.593,0.593,14.307,1,1,0.926,0.926,9.792,1,1,1.29,1.29,4.411,1,1,1,1,6.487,1,35,0,1,1,6,2,7,3,7,7,3,5,1,2,3,7,7,6,6,7,5,6,7,7,50,42,5,5,5,5,10,80,62.5,89.5833333333333,
3,1,1,2,1,1,1,100,1,1.94,1.94,7.934,1,1,1.785,1.785,13.04,1,1,6.12,6.12,9.888,1,1,5.811,5.811,7.919,1,1,1.643,1.643,4.165,1,1,1.068,1.068,3.348,1,0,1.281,1.281,20.116,1,1,13.52,13.52,16.394,1,0,3.479,3.479,20.009,1,0,1.692,1.692,20.019,1,1,1.71,1.71,17.339,1,0,2.218,2.218,20.012,1,1,2.75,2.75,9.412,1,0,2.262,2.262,15.614,1,1,1.826,1.826,14.927,1,1,1.943,1.943,14.871,1,0,14.365,14.365,20.114,1,0,1.09,1.09,20.011,1,1,1.56,1.56,6.776,1,1,6.212,6.212,8.293,1,24,0,1,1,6,2,7,2,7,7,3,7,1,3,2,7,7,7,6,7,2,7,7,7,42,33,3,3,3,3,11,85,82.5,83.3333333333333,
1,1,1,1,1,2,1,80,1,1.481,1.481,5.913,1,1,2.914,2.914,5.143,1,1,7.579,7.579,9.729,1,1,2.321,2.321,4.295,1,1,8.477,8.477,10.003,1,0,1.831,1.831,20.008,1,0,14.23,14.23,18.106,1,1,2.297,2.297,5.976,1,0,2.381,2.381,20.006,1,1,1.94,1.94,4.549,1,1,1.901,1.901,8.577,1,1,0.744,0.744,7.509,1,0,6.178,6.178,10.015,1,1,1.019,1.019,8.064,1,0,1.128,1.128,15.597,1,1,1.096,1.096,3.829,1,0,0.967,0.967,15.477,1,0,15.715,15.715,20.006,1,1,1.988,1.988,4.374,1,0,0.884,0.884,11.008,1,32,0,1,1,6,2,7,2,7,7,1,7,1,1,1,7,7,7,6,7,3,7,7,7,35,25,2,2,2,2,10,72.5,80,79.1666666666667,
4,1,1,2,1,1,1,100,1,2.914,7.657,9.072,2,0,1.727,7.535,8.284,2,0,1.642,1.642,20.118,1,0,1.844,5.436,7.068,2,1,2.079,2.079,5.127,1,1,2.001,6.441,7.143,2,1,1.812,1.812,12.837,1,1,1.511,5.183,6.109,2,1,1.544,1.544,6.713,1,1,2.345,2.345,8.698,1,0,1.678,1.678,14.925,1,0,1.529,18.985,20.007,2,1,2.187,2.187,8.667,1,1,3.079,3.079,6.559,1,1,1.459,1.459,7.408,1,1,1.37,1.37,5.567,1,0,1.731,1.731,20.014,1,0,4.1,4.1,20.01,1,0,1.675,1.675,20.006,1,0,1.793,1.793,10.867,1,60,0,1,1,6,2,7,4,7,7,2,7,1,2,1,7,7,7,7,6,1,7,7,7,76,75,4,3,3,1,12,17.5,75,68.75,
7,1,1,4,4,4,2,82,0,15.892,15.892,20.012,1,1,13.048,13.048,19.72,1,1,4.684,4.684,12.698,1,1,14.856,14.856,18.021,1,1,4.263,4.263,8.764,1,1,5.912,6.32,11.366,2,0,0,0,20.007,0,0,0,0,20.111,0,1,3.346,3.346,7.692,1,1,6.405,6.405,11.324,1,0,17.995,18.41,20.11,2,0,2.715,2.715,20.008,1,0,5.53,5.53,20.112,1,0,0,0,20.012,0,1,3.991,3.991,8.731,1,0,0,0,20.007,0,0,0,0,20.013,0,0,0,0,20.111,0,0,0,0,20.117,0,1,5.245,5.245,9.459,1,38,0,1,3,7,1,7,2,7,7,1,6,1,1,1,7,6,6,7,6,1,7,7,7,126,100,4,5,3,6,15,65,77.5,60.4166666666667,
4,1,1,4,1,1,1,100,0,2.114,2.114,13.425,1,1,1.79,1.79,7.644,1,1,1.285,1.285,10.2,1,1,1.313,1.313,6.436,1,1,1.193,1.193,6.125,1,0,1.12,1.12,20.011,1,0,3.246,3.246,12.996,1,1,1.813,1.813,6.83,1,0,1.808,1.808,14.254,1,0,1.282,1.282,7.679,1,0,0.944,0.944,20.007,1,0,2.19,2.19,20.007,1,1,1.231,1.231,8.231,1,0,1.245,1.245,19.535,1,1,1.288,1.288,8.81,1,1,0.962,0.962,19.857,1,0,1.304,1.304,20.009,1,0,4.302,4.302,16.83,1,1,1.141,1.141,9.031,1,0,0.953,0.953,20.109,1,37,0,1,3,7,1,7,2,7,7,1,7,1,1,1,7,7,7,6,7,2,7,7,7,40,31,4,1,4,4,10,77.5,85,85.4166666666667,
2,1,1,1,1,1,1,95,1,0.881,0.881,4.143,1,1,1.203,1.203,3.766,1,1,2.504,2.504,5.15,1,1,0.841,0.841,2.903,1,1,1.022,1.022,4.678,1,0,1.036,19.984,20.006,6,0,0.94,19.884,20.109,2,1,1.726,1.726,4.063,1,1,1.062,1.062,6.504,1,1,0.713,0.713,7.184,1,1,0.959,0.959,4.534,1,1,0.91,0.91,5.395,1,1,1.583,4.001,4.931,2,1,0.801,0.801,9.383,1,1,0.745,0.745,7.196,1,0,0.759,0.759,20.112,1,0,0.997,0.997,9.656,1,0,0.809,0.809,20.017,1,1,3.575,3.575,6.032,1,1,0.936,0.936,11.2,1,27,1,1,1,5,7,7,7,6,7,7,6,1,7,7,6,7,7,2,6,5,5,7,7,27,17,1,1,1,1,11,82.5,82.5,85.4166666666667,
3,1,1,3,2,2,1,20,1,1.556,1.556,5.968,1,0,1.321,1.321,8.015,1,1,0.957,0.957,9.744,1,1,0.995,0.995,5.76,1,1,1.061,1.061,3.827,1,0,1.306,1.306,16.495,1,0,1.31,1.31,20.014,1,1,3.111,3.111,19.214,1,1,1.115,1.115,6.966,1,1,1.629,1.629,16.925,1,0,1.301,1.301,11.843,1,0,0.824,0.824,20.013,1,1,1.496,1.496,4.277,1,0,0.987,0.987,20.006,1,1,2.825,2.825,7.021,1,1,0.901,0.901,4.165,1,0,1.044,1.044,20.107,1,1,1.189,1.189,6.838,1,1,1.353,1.353,5.1,1,1,1.316,1.316,5.313,1,41,0,1,2,6,6,7,5,6,7,3,6,1,4,3,6,7,6,6,6,2,6,6,7,59,53,3,3,4,3,,65,77.5,87.5,
3,1,1,2,1,2,1,35,1,3.939,3.939,5.845,1,0,2.566,2.566,8.412,1,0,1.177,1.177,20.009,1,0,17.748,17.748,20.009,1,0,0,0,20.007,0,0,17.103,17.103,20.012,1,0,3.166,3.166,20.007,1,0,1.3,1.3,20.113,1,0,4.958,4.958,17.473,1,1,1.32,1.32,20.006,1,0,1.317,1.317,13.776,1,0,1.279,1.279,20.11,1,1,5.084,5.084,6.843,1,1,0.974,0.974,18.834,1,1,1.723,1.723,8.568,1,1,0.783,0.783,10.51,1,0,0.775,16.785,20.106,2,0,1.029,1.029,18.734,1,1,0.791,0.791,12.199,1,0,0.982,0.982,11.375,1,21,0,1,2,6,5,7,3,6,7,3,6,1,1,2,7,6,6,6,7,2,5,6,7,57,51,7,7,7,2,11,75,80,81.25,
2,1,1,2,4,1,1,75,1,1.043,1.043,9.133,1,1,0.991,0.991,3.333,1,1,0.498,0.498,4.381,1,1,0.622,0.622,3.886,1,1,0.761,0.761,4.127,1,1,0.94,0.94,2.562,1,1,0.573,7.593,7.898,2,1,0.552,5.502,5.764,3,1,0.586,8.325,13.929,2,0,0.623,1.624,20.005,2,1,1.272,6.12,14.852,3,1,0.674,0.674,2.58,1,1,0.499,0.499,2.187,1,0,0.405,0.405,20.005,1,1,1.764,1.764,5.465,1,1,0.512,0.512,4.564,1,0,0.491,19.762,20.005,3,1,0.592,7.015,7.365,2,1,3.318,8.077,8.426,2,1,0.684,5.116,17.215,2,26,3,1,1,4,5,7,6,6,7,6,4,1,7,6,6,6,6,6,4,5,5,5,7,4,1,2,1,1,1,9,77.5,87.5,83.3333333333333,
1,1,1,1,1,1,1,61,1,4.89,4.89,8.182,1,1,1.704,1.704,5.304,1,1,1.542,1.542,5.89,1,1,1.711,1.711,7.905,1,1,2.231,2.231,5.014,1,1,1.442,1.442,6.857,1,1,1.624,1.624,5.588,1,1,1.797,1.797,6.027,1,1,1.849,1.849,5.154,1,1,1.522,1.522,6.47,1,1,1.281,1.281,7.118,1,1,1.368,1.368,6.094,1,1,1.465,1.465,6.03,1,1,1.316,1.316,6.434,1,1,1.628,1.628,6.352,1,1,1.323,1.323,5.556,1,1,1.437,1.437,13.854,1,1,1.409,1.409,6.874,1,1,1.472,1.472,4.736,1,1,1.558,1.558,4.621,1,51,1,1,1,7,2,7,1,6,7,1,7,1,1,1,7,7,7,7,7,1,7,7,7,59,53,3,3,3,1,12,82.5,82.5,81.25,
1,1,5,1,1,1,1,100,0,1.101,1.101,11.203,1,1,1.126,1.126,8.066,1,1,0.8,0.8,6.422,1,0,0.761,0.761,20.015,1,1,2.421,2.421,6.55,1,0,0.918,10.387,14.961,3,1,0.834,5.506,7.212,3,1,1.067,1.067,8.869,1,1,0.817,0.817,3.556,1,1,0.842,0.842,4.332,1,0,0.596,0.596,8.899,1,1,0.895,0.895,4.107,1,1,0.93,0.93,4.151,1,0,0.874,13.172,20.108,3,0,0.177,1.106,9.567,2,1,0.966,0.966,7.711,1,0,1.049,1.049,20.116,1,1,1.012,1.012,5.095,1,0,1.118,1.118,8.885,1,1,0.901,0.901,6.484,1,31,0,1,1,6,2,7,3,6,7,2,6,1,2,1,6,7,6,6,7,2,6,7,7,52,45,1,5,1,1,11,80,90,83.3333333333333,
